title,artist,genre,moods,release_date,version,download_url,cover_url
Kingdom (feat Miss Lina),"Miss Lina, Phantom Sage",Indie,"Indie Dance, energetic, Happy, Hopeful, Restless",6 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/378/kingdom-feat-miss-lina-1586951294-wcrawK130N.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/378/100x100/kingdom-feat-miss-lina-1586951292-ABEFzL8wQY.jpg
Our Lives Past (feat. Emily Stiles),"Emily Stiles, Phantom Sage",Indie,"Indie Dance, energetic, Dreamy, Happy, Quirky",6 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/379/our-lives-past-feat-emily-stiles-1586951323-OjpW2PNpa5.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/379/100x100/our-lives-past-feat-emily-stiles-1586951322-BEWyEselNY.jpg
You,NIVIRO,Future House,"Future House, Dark, Angry, energetic, Gloomy",4 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/374/you-1586951172-FbmT6SZyqI.mp3,https://ncs.io/static/web/img/no-artist.png
The Other Side,Elektronomia,House,"House, Happy, Quirky, Weird, Restless",1 Jul 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/373/the-other-side-1586951146-9TJUY8TTXk.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/373/100x100/the-other-side-1586951134-aodYlIfYKD.jpg
Take It Easy (feat. Mia Vaile),"BVRNOUT, Mia Vaile",Trap,"Trap, Laid Back, Peaceful, Happy, Hopeful",29 Jun 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/372/take-it-easy-feat-mia-vaile-1586951098-1gtuo1rlxK.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/372/100x100/take-it-easy-feat-mia-vaile-1586951096-jxsCD7ebXj.jpg
TSU,Disco's Over,Electronic,"Electronic, Quirky, Dark, Weird, Gloomy",27 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/371/tsu-1586951084-YCpWcKW4rM.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/371/100x100/tsu-1586951071-GngCVe0eaA.jpg
Hold On,Prismo,EDM,"EDM, romantic, Sexy, Glamorous, Gloomy",23 Jun 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/370/hold-on-1586951029-GkleYlGJtC.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/370/100x100/hold-on-1586951025-l0jxwbJxyh.jpg
See U (feat. Johnning),"WATEVA, Johnning",Electronic,"Electronic, romantic, Happy, Laid Back, Hopeful",22 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/369/see-u-feat-johnning-1586951006-rybZRPjzZl.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/369/100x100/see-u-feat-johnning-1586950987-zCA7PfyXP9.jpg
VIP,bvd kult,Drum & Bass,"Drum & Bass, energetic, Angry, Restless, Weird",21 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/368/vip-1586950971-DWyFVZrqSW.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/368/100x100/vip-1586950954-yFpMprtmC3.jpg
Bow and Arrow,T-Mass,Trap,"Trap, energetic, Dark, Gloomy, Suspense",20 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/367/bow-and-arrow-1586950943-DVT2yUX3bh.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/367/100x100/bow-and-arrow-1586950931-KnWpHvXGsP.jpg
Get This Party,Raven & Kreyn,Future House,"Future House, Happy, energetic, Dark, Restless",15 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/366/get-this-party-1586950915-xBkXYsRmD0.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/366/100x100/get-this-party-1586950904-GmKGod8oEQ.jpg
Elysium,"Lostboy, Slashtaq",Trap,"Trap, Quirky, energetic, Gloomy, Dark",13 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/365/elysium-1586950888-8l3Jv9SFmR.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/365/100x100/elysium-1586950876-OMuLX8kICX.jpg
Giving In (feat. Mees van den Berg),"ElementD, Mees van den Berg",Hardstyle,"Hardstyle, Gloomy, romantic, sad, Suspense",10 Jun 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/364/giving-in-feat-mees-van-den-berg-1586950845-6BVyjh4o92.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/364/100x100/giving-in-feat-mees-van-den-berg-1586950838-ZY5vSooWOV.jpg
Sleepless (feat. MVE),"T & Sugah, MVE",Drumstep,"Drumstep, energetic, Dark, Gloomy, Fear",8 Jun 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/363/sleepless-feat-mve-1586950816-O9ZuWPujgD.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/363/100x100/sleepless-feat-mve-1586950814-9wHYWDTzoy.jpg
Lightning,"Distrion, Alex Skrindo",House,"House, energetic, Happy, Euphoric, Quirky",3 Jun 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/362/lightning-1586950772-7hx9v7QWt5.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/362/100x100/lightning-1586950765-7WTgItn7xT.jpg
Lost (feat. Savoi) [Sunroof Remix],"Kontinuum, Sunroof",House,"House, Happy, Hopeful, Euphoric, energetic",30 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/360/lost-feat-savoi-sunroof-remix-1586950731-NHaVmF24z2.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/360/100x100/lost-feat-savoi-sunroof-remix-1586950724-CUYVmkwMhc.jpg
Gave To Me,"T-Mass, Jaxxtone",Trap,"Trap, Dark, Angry, Gloomy, Restless",30 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/361/gave-to-me-1586950753-X6kSPe4dWG.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/361/100x100/gave-to-me-1586950746-aVOxFk4UcI.jpg
Skyline,"Kovan, Electro-Light",House,"House, energetic, Happy, Euphoric, Hopeful",27 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/359/skyline-1586950704-b8xpLbZ5sb.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/359/100x100/skyline-1586950699-1ustIQPnO5.jpg
Incomplete,"Aero Chord, Anuka",Chill,"Chill, sad, romantic, Restless, Gloomy",25 May 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/358/incomplete-1586950661-EudIExEEIJ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/358/100x100/incomplete-1586950660-oEYYBCg38y.jpg
Cosmic (feat. Nathan Brumley),"Jordan Schor, Nathan Brumley",Future House,"Future House, Quirky, Mysterious, Euphoric, Happy",23 May 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/357/cosmic-feat-nathan-brumley-1586950617-oIhzgqj0lG.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/357/100x100/cosmic-feat-nathan-brumley-1586950589-BI6g2iPyey.jpg
Link,Jim Yosef,House,"House, Epic, energetic, Quirky, Hopeful",20 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/356/link-1586950573-1rqR7whieT.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/356/100x100/link-1586950568-VcevkSmsFX.jpg
MATAFAKA (feat. Marvin Divine),"Unknown Brain, Marvin Divine",Trap,"Trap, Dark, Angry, Suspense, scary",18 May 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/355/matafaka-feat-marvin-divine-1586950539-YXEfeGlwIv.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/355/100x100/matafaka-feat-marvin-divine-1586950532-hqWjHSxqBX.jpg
There For You,Rameses B,Melodic Dubstep,"Melodic Dubstep, Peaceful, Laid Back, Dreamy, Hopeful",16 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/354/there-for-you-1586950518-lKAJhWWHqy.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/354/100x100/there-for-you-1586950497-dBj55okqS7.jpg
SICC,"RetroVision, Domastic",House,"House, Weird, Quirky, energetic, Epic",12 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/353/sicc-1586950487-y3cpIj16xQ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/353/100x100/sicc-1586950480-xjk2iOezX9.jpg
Don't Let It Go (feat. Brado Sanz),"Anikdote, Culture Code, Brado Sanz",Trap,"Trap, Dreamy, Glamorous, Laid Back, Hopeful",11 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/352/dont-let-it-go-feat-brado-sanz-1586950472-SjVNQTicSX.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/352/100x100/dont-let-it-go-feat-brado-sanz-1586950469-0NMOD5AEsD.jpg
Hover (feat. Helen Tess),"Icehunt, Helen Tess",Indie,"Indie Dance, Happy, Euphoric, energetic, Quirky",9 May 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/351/hover-feat-helen-tess-1586950405-GuX3z7Ys24.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/351/100x100/hover-feat-helen-tess-1586950403-QpM0HMOYvg.jpg
Make Me Move (feat. Karra) (Tobu Remix),"Culture Code, KARRA, Tobu",House,"House, Dreamy, Euphoric, Happy, romantic, relaxed",6 May 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/350/make-me-move-feat-karra-tobu-remix-1586950368-YfVZcYw8y1.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/350/100x100/make-me-move-feat-karra-tobu-remix-1586950360-h3YeDN64Mq.jpg
Platform 9,ONEEVA,Indie,"Indie Dance, Weird, Suspense, Quirky, Funny",4 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/349/platform-9-1586950338-V3u0e6g8Jz.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/349/100x100/platform-9-1586950314-KUzdQxdaCj.jpg
Ghosts,Malik Bash,Electronic,"Electronic, energetic, Happy, Hopeful, Euphoric",2 May 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/348/ghosts-1586950294-38xTXzPnWU.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/348/100x100/ghosts-1586950282-VNxNRcD0WQ.jpg
Whole (Rob Gasser Remix),"Chime, Adam Tell, Rob Gasser",Electronic,"Electronic, Euphoric, Quirky, Weird, Happy",29 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/347/whole-rob-gasser-remix-1586950265-R60tCSM4Pu.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/347/100x100/whole-rob-gasser-remix-1586950251-CQxjbDrYyX.jpg
All Eyes On Me,Michael White,House,"House, energetic, Happy, Glamorous, Euphoric",27 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/346/all-eyes-on-me-1586950227-DSFuH9bz8V.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/346/100x100/all-eyes-on-me-1586950217-3RLePvXFFT.jpg
Where Do I Go (feat. Ezra James),"Brandon Jonak, Ezra James, Pep.B",Future House,"Future House, energetic, Restless, Quirky, sad",25 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/345/where-do-i-go-feat-ezra-james-1586950200-NkeApzsIOQ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/345/100x100/where-do-i-go-feat-ezra-james-1586950179-JXk0P3RbEA.jpg
Free,"JJD, Elektronomia",House,"House, energetic, Weird, Euphoric, Hopeful",22 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/344/free-1586950165-FAr7VqfaUs.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/344/100x100/free-1586950156-JOBrPMNa4n.jpg
Psycho,Four Eyes,EDM,"EDM, Dark, Suspense, scary, Angry",20 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/343/psycho-1586950142-ezMGAtxghs.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/343/100x100/psycho-1586950140-aG48JWhWvX.jpg
Bleed,"Axol, The Tech Thieves",Trap,"Trap, sad, romantic, Dark, Gloomy",18 Apr 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/342/bleed-1586950105-J5Nk2E1Lp1.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/342/100x100/bleed-1586950094-VzU4347j2q.jpg
Vessel,"Ship Wrek, Zookeepers, Trauzers",Trap,"Trap, Weird, Quirky, Happy, Dreamy",15 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/341/vessel-1586950077-8NqmSPL5PP.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/341/100x100/vessel-1586950065-fOPvOZQEXP.jpg
Heaven,"RIVERO, Anna Yvette",Trap,"Trap, Suspense, Euphoric, Quirky, Weird",13 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/340/heaven-1586950052-JoR41cjwsq.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/340/100x100/heaven-1586950043-DhcvWmeC53.jpg
Somebody,Sekai,Melodic Dubstep,"Melodic Dubstep, energetic, Euphoric, Restless, Weird",11 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/339/somebody-1586950028-gzCt7Y6TKQ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/339/100x100/somebody-1586950021-aXjpf85UOU.jpg
Paper Crowns (feat. Leo The Kind),"Egzod, Leo The Kind",Electronic,"Electronic, Dreamy, Hopeful, Quirky, Happy",8 Apr 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/338/paper-crowns-feat-leo-the-kind-1586949997-vpWUpQue9E.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/338/100x100/paper-crowns-feat-leo-the-kind-1586949995-9JGPLz56yg.jpg
In The Air,Raven & Kreyn,House,"House, energetic, Restless, Happy, Epic",6 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/337/in-the-air-1586949984-11Cbz9ghUr.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/337/100x100/in-the-air-1586949982-roPof29XG3.jpg
Together,3rd Prototype,Electronic,"Electronic, Gloomy, Mysterious, Suspense, Weird",4 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/336/together-1586949970-ab45Hdgg2d.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/336/100x100/together-1586949969-jEVecpzXpd.jpg
Light Up The Sky (feat. Soundr),"Axtasia, Soundr",Drum & Bass,"Drum & Bass, energetic, romantic, Dreamy, Euphoric",1 Apr 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/335/light-up-the-sky-feat-soundr-1586949957-bQko5edtnt.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/335/100x100/light-up-the-sky-feat-soundr-1586949954-sdhgAWHG8b.jpg
Need You Now (feat. Danica),"VENEMY, Danica",EDM,"EDM, romantic, sad, Gloomy, Suspense",30 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/334/need-you-now-feat-danica-1586949935-rXWLj8vWR9.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/334/100x100/need-you-now-feat-danica-1586949926-JLXtmUuYYQ.jpg
Wait For Me,Giraffe Squad,Trap,"Trap, Suspense, Gloomy, Dark, Fear",28 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/333/wait-for-me-1586949904-fZjm4zajz3.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/333/100x100/wait-for-me-1586949894-pkdV6IpyML.jpg
The Ghost,NIVIRO,EDM,"EDM, Weird, Suspense, Dark, Fear",25 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/332/the-ghost-1586949861-QIZ4SHxsfe.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/332/100x100/the-ghost-1586949848-6K1fpfTcpl.jpg
Wicked,John Kenza,Trap,"Trap, Laid Back, relaxed, Peaceful, sad",23 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/330/wicked-1586949772-cFSRDhbRaJ.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/330/100x100/wicked-1586949770-v7NbUFFkLh.jpg
Perseus (feat. Chris Linton),"Unknown Brain, Chris Linton",Melodic Dubstep,"Melodic Dubstep, Dark, Fear, Suspense, Epic",23 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/331/perseus-feat-chris-linton-1586949816-rx1SVHVcXp.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/331/100x100/perseus-feat-chris-linton-1586949800-Ynln2PqILF.jpg
Over Again (feat. Micah Martin),"RetroVision, Micah Martin",House,"House, Happy, energetic, Restless, Epic",18 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/329/over-again-feat-micah-martin-1586949735-eKEJj96f2R.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/329/100x100/over-again-feat-micah-martin-1586949729-vjBFCqP6pM.jpg
Lost (feat. Savoi) [JJD Remix],"Kontinuum, Savoi, JJD",Indie,"Indie Dance, Hopeful, Happy, Dreamy, Quirky",16 Mar 2017,Regular,,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/328/100x100/lost-feat-savoi-jjd-remix-1586949728-wEnBe37Vhq.jpeg
Limitless,Elektronomia,House,"House, Euphoric, Weird, Epic, Happy",14 Mar 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/326/limitless-1586949690-lNDsWv6ZWb.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/326/100x100/limitless-1586949689-lYWFxYQmhF.jpg
Euphoria,"Castion, Uplink",Future House,"Future House, Quirky, energetic, Happy, Hopeful",14 Mar 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/327/euphoria-1586949715-KeSqTnKDrK.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/327/100x100/euphoria-1586949704-jqwXoXo90C.jpg
Ricochet,Rob Gasser,Melodic Dubstep,"Melodic Dubstep, Weird, Quirky, Mysterious, Restless",11 Mar 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/325/ricochet-1586949676-CqBjn7haln.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/325/100x100/ricochet-1586949671-G6qdbo2xR4.jpg
Til The End,"Holly, DRIVVIN",Trap,"Trap, energetic, Gloomy, Suspense, Restless",9 Mar 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/324/til-the-end-1586949658-qY5pZEVEfn.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/324/100x100/til-the-end-1586949656-35oXv7aeQj.jpg
Hollywood (feat. joegarratt),"Leowi, joegarratt",Electronic,"Electronic, Laid Back, Quirky, Restless, Weird",8 Mar 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/323/hollywood-feat-joegarratt-1586949636-qtxabduNPf.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/323/100x100/hollywood-feat-joegarratt-1586949626-f15nThXIjE.jpg
Make Me Move (feat. KARRA) (James Roche Remix),"Culture Code, KARRA, James Roche",Electronic,"Electronic, Euphoric, energetic, Hopeful, Happy",4 Mar 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/322/make-me-move-feat-karra-james-roche-remix-1586949612-rZSPEdzOyd.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/322/100x100/make-me-move-feat-karra-james-roche-remix-1586949609-4EygY2yLCi.jpg
Weakness,Prismo,Electronic,"Electronic, sad, Quirky, Weird, Dark, Restless",24 Feb 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/321/weakness-1586949586-ZbzCKAUN5i.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/321/100x100/weakness-1586949581-Mu3X71uzm8.jpg
Crying Over You,Uplink,House,"House, Hopeful, sad, energetic, Restless",21 Feb 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/318/crying-over-you-1586949507-ckI2K5m9nb.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/318/100x100/crying-over-you-1586949497-r1n4mUV332.jpg
Angel (feat. Parker Polhill & Bibiane Z),"Vanze, Reunify, Parker Polhill, Bibiane Z.",House,"House, Dreamy, Epic, Happy, Hopeful, Euphoric",21 Feb 2017,"Regular, Instrumental",https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/319/angel-feat-parker-polhill-bibiane-z-1586949532-Mb6jsXGQtU.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/319/100x100/angel-feat-parker-polhill-bibiane-z-1586949530-l4nsSxBYtM.jpg
Echoes,LFZ,House,"House, Happy, Hopeful, Epic, Euphoric, energetic",18 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/317/echoes-1586949479-IcVYtSYAFL.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/317/100x100/echoes-1586949468-gejzNsW7EY.jpg
Infinite,Valence,Electronic,"Electronic, Quirky, Weird, Dark, Gloomy",15 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/315/infinite-1586949421-XNCsr8NqkX.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/315/100x100/1718028129_LSsuKb9Oac_infinite.jpg
Weird Dream,Domastic,Future House,"Future House, Dark, Gloomy, energetic, Restless, Suspense",15 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/316/weird-dream-1586949452-bkz3MX5bv4.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/316/100x100/weird-dream-1586949433-MUIu2OsnEU.jpg
Sock It To Them,Paul Flint,Melodic Dubstep,"Melodic Dubstep, Angry, sad, Gloomy, energetic, Dark",14 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/314/sock-it-to-them-1586949407-XORBJUdcnY.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/314/100x100/sock-it-to-them-1586949405-Boy9mjlTWj.jpg
Hollow,Phantom Sage,Drumstep,"Drumstep, Angry, sad, Gloomy, energetic",10 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/313/hollow-1586949392-8D95yg6PHd.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/313/100x100/hollow-1586949364-HELWgYRQ2v.png
Northern Lights,Blazars,Future House,"Future House, Happy, Hopeful, Epic, Euphoric, energetic",9 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/312/northern-lights-1586949351-z4T7ZOymDh.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/312/100x100/northern-lights-1586949348-zDngwm41w0.jpg
Can You Feel It,"T-Mass, Enthic",Electronic,"Electronic, Mysterious, Gloomy, Sexy, Dark, energetic",6 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/311/can-you-feel-it-1586949326-eoyo6GRZNA.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/311/100x100/can-you-feel-it-1586949309-P6ZNjIxoJa.jpg
Supersonic,Rob Gasser,Hardstyle,"Hardstyle, energetic, Dark, Angry, Gloomy, Restless",3 Feb 2017,Regular,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/310/supersonic-1586949286-rFKTdKpToc.mp3,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/000/310/100x100/supersonic-1586949280-Wzlx6mgk8A.jpg
